HTR	start	end	gene	Identifying_annotation	SRG_type
IBT31339:HTR58	2088	3317	g30953.t1	IPR001005	MYB/SANT
IBT31339:HTR58	50205	52930	g30968.t1	IPR013087,IPR021842	DUF3435
IBT31339:HTR66	91638	94238	g21058.t1	IPR022198	DUF3723
IBT31339:HTR66	96792	99680	g21059.t1	IPR021842	DUF3435
IBT31339:HTR68	936840	939788	g35883.t1	IPR021842	DUF3435
IBT31339:HTR93	187906	191410	g7106.t1	IPR011010,IPR013762,IPR021842	DUF3435
IBT31339:HTR93	211248	213606	g7115.t1	IPR021842	DUF3435
CBS134186:HTR1	392145	395316	g10078.t1	ENOG503NY7U	PLP
IBT15449:HTR9	78142	81230	g10315.t1	ENOG503NY7U	PLP
ATCC48735:HTR93	99398	102566	g10359.t1	ENOG503NY7U	PLP
IBT15451:HTR42	249208	252308	g10637.t1	ENOG503NY7U	PLP
IBT15451:HTR42	310357	311175	g10664.t1	ENOG503P5Q6	CRG
IBT15451:HTR42	322235	323316	g10669.t1	ENOG503P5Q6	CRG
IBT15451:HTR42	655796	656668	g10784.t1	ENOG503P5Q6	CRG
IBT15451:HTR42	659569	660651	g10787.t1	ENOG503P5Q6	CRG
IBT15451:HTR42	753833	756933	g10829.t1	ENOG503NY7U	PLP
IBT15450:HTR61	188380	191550	g11358.t1	ENOG503NY7U	PLP
IBT15451:HTR52	78105	81193	g1165.t1	ENOG503NY7U	PLP
IBT15451:HTR118	203392	204477	g11710.t1	ENOG503P5Q6	CRG
IBT15451:HTR118	207416	208237	g11713.t1	ENOG503P5Q6	CRG
IBT15451:HTR118	408468	409286	g11796.t1	ENOG503P5Q6	CRG
IBT15451:HTR118	412244	413329	g11799.t1	ENOG503P5Q6	CRG
IBT15451:HTR118	759850	760797	g11926.t1	ENOG503P5Q6	CRG
IBT15451:HTR118	763607	764689	g11929.t1	ENOG503P5Q6	CRG
IBT15452:HTR81	77303	80391	g12066.t1	ENOG503NY7U	PLP
IBT13549:HTR11	50658	51787	g12197.t1	ENOG503NY7U	PLP
IBT13549:HTR11	51874	53755	g12198.t1	ENOG503NY7U	PLP
IBT15451:HTR31	187779	190999	g1240.t1	ENOG503NY7U	PLP
IBT15452:HTR114	29370	32471	g12559.t1	ENOG503NY7U	PLP
ATCC48735:HTR64	206075	206341	g12765.t1	ENOG503NY7U	PLP
ATCC48735:HTR64	207364	208419	g12766.t1	ENOG503NY7U	PLP
IBT15449:HTR89	159486	162588	g13080.t1	ENOG503NY7U	PLP
ATCC48735:HTR55	46642	49740	g1336.t1	ENOG503NY7U	PLP
IBT15450:HTR60	442982	444064	g13368.t1	ENOG503P5Q6	CRG
IBT15450:HTR60	446965	447753	g13371.t1	ENOG503P5Q6	CRG
IBT15450:HTR60	906141	907271	g13529.t1	ENOG503NY7U	PLP
IBT15450:HTR60	1203967	1204782	g13632.t1	ENOG503P5Q6	CRG
IBT15450:HTR60	1207742	1208824	g13635.t1	ENOG503P5Q6	CRG
IBT15450:HTR60	2011807	2012622	g13933.t1	ENOG503P5Q6	CRG
IBT15450:HTR60	2015582	2016664	g13936.t1	ENOG503P5Q6	CRG
IBT15450:HTR60	2341977	2345189	g14050.t1	ENOG503NY7U	PLP
IBT15450:HTR60	2360473	2363574	g14055.t1	ENOG503NY7U	PLP
IBT15450:HTR60	2448828	2449910	g14093.t1	ENOG503P5Q6	CRG
IBT15450:HTR60	2452871	2453686	g14096.t1	ENOG503P5Q6	CRG
IBT15450:HTR60	2616266	2619365	g14163.t1	ENOG503NY7U	PLP
IBT15450:HTR60	2677425	2678243	g14189.t1	ENOG503P5Q6	CRG
IBT15450:HTR60	2689303	2690384	g14194.t1	ENOG503P5Q6	CRG
IBT15450:HTR60	3022879	3023751	g14313.t1	ENOG503P5Q6	CRG
IBT15450:HTR60	3026653	3027735	g14316.t1	ENOG503P5Q6	CRG
IBT15450:HTR60	3120913	3124014	g14358.t1	ENOG503NY7U	PLP
IBT18980:HTR39	15091	16176	g1529.t1	ENOG503P5Q6	CRG
IBT18980:HTR39	18975	19916	g1532.t1	ENOG503P5Q6	CRG
IBT18980:HTR34	20497	23597	g15571.t1	ENOG503NY7U	PLP
IBT18980:HTR34	154154	157255	g15627.t1	ENOG503NY7U	PLP
IBT18980:HTR37	169415	172515	g16029.t1	ENOG503NY7U	PLP
IBT18980:HTR37	298227	299312	g16077.t1	ENOG503P5Q6	CRG
IBT18980:HTR37	302110	303051	g16080.t1	ENOG503P5Q6	CRG
IBT18980:HTR39	251045	254145	g1621.t1	ENOG503NY7U	PLP
IBT13549:HTR38	11913	12998	g16232.t1	ENOG503P5Q6	CRG
IBT13549:HTR38	15956	16774	g16235.t1	ENOG503P5Q6	CRG
IBT13549:HTR38	215001	215822	g16312.t1	ENOG503P5Q6	CRG
IBT13549:HTR38	218762	219848	g16315.t1	ENOG503P5Q6	CRG
IBT13549:HTR39	594014	597115	g16852.t1	ENOG503NY7U	PLP
IBT13549:HTR39	882429	883244	g16952.t1	ENOG503P5Q6	CRG
IBT13549:HTR39	937778	938863	g16978.t1	ENOG503P5Q6	CRG
IBT13549:HTR39	941767	942585	g16981.t1	ENOG503P5Q6	CRG
IBT18980:HTR39	443821	444636	g1699.t1	ENOG503P5Q6	CRG
IBT18980:HTR39	447603	448679	g1701.t1	ENOG503P5Q6	CRG
IBT13549:HTR39	1130966	1134066	g17059.t1	ENOG503NY7U	PLP
IBT18980:HTR39	501902	505003	g1722.t1	ENOG503NY7U	PLP
IBT18980:HTR31	117355	118980	g17325.t1	ENOG503P5Q6	CRG
IBT18980:HTR31	674727	675812	g17526.t1	ENOG503P5Q6	CRG
IBT18980:HTR31	678751	679572	g17529.t1	ENOG503P5Q6	CRG
IBT18980:HTR31	877774	878592	g17609.t1	ENOG503P5Q6	CRG
IBT18980:HTR31	881550	882635	g17612.t1	ENOG503P5Q6	CRG
IBT18980:HTR31	1101180	1102262	g17693.t1	ENOG503P5Q6	CRG
IBT18980:HTR31	1105320	1106263	g17695.t1	ENOG503P5Q6	CRG
IBT15450:HTR103	182971	186191	g18250.t1	ENOG503NY7U	PLP
IBT15449:HTR57	4792	6418	g18363.t1	ENOG503P5Q6	CRG
IBT18980:HTR78	58288	61376	g18514.t1	ENOG503NY7U	PLP
IBT13549:HTR102	69700	72788	g1885.t1	ENOG503NY7U	PLP
CBS134186:HTR95	84193	87364	g18859.t1	ENOG503NY7U	PLP
IBT15449:HTR23	2812	3102	g19221.t1	ENOG503NY7U	PLP
IBT15449:HTR23	3265	4197	g19222.t1	ENOG503NY7U	PLP
IBT15449:HTR23	4420	4925	g19223.t1	ENOG503NY7U	PLP
IBT15449:HTR23	4804	5487	g19224.t1	ENOG503NY7U	PLP
IBT15449:HTR23	90709	91791	g19259.t1	ENOG503P5Q6	CRG
IBT15449:HTR23	94752	95567	g19262.t1	ENOG503P5Q6	CRG
IBT15449:HTR23	270834	272956	g19333.t1	ENOG503NY7U	PLP
IBT18980:HTR80	43174	46272	g1946.t1	ENOG503NY7U	PLP
IBT15449:HTR23	823573	824520	g19559.t1	ENOG503P5Q6	CRG
IBT15449:HTR23	827316	828401	g19561.t1	ENOG503P5Q6	CRG
IBT15449:HTR23	1181623	1184724	g19696.t1	ENOG503NY7U	PLP
IBT19259:HTR107	195902	199833	g2060.t1	ENOG503NY7U	PLP
IBT15450:HTR80	107078	108160	g20627.t1	ENOG503P5Q6	CRG
IBT15450:HTR80	110970	111917	g20630.t1	ENOG503P5Q6	CRG
IBT15450:HTR80	458456	459541	g20752.t1	ENOG503P5Q6	CRG
IBT15450:HTR80	462499	463317	g20755.t1	ENOG503P5Q6	CRG
IBT15450:HTR80	663555	664376	g20832.t1	ENOG503P5Q6	CRG
IBT15450:HTR80	667315	668400	g20835.t1	ENOG503P5Q6	CRG
IBT31339:HTR66	81032	84309	g21052.t1	ENOG503NY7U	PLP
ATCC48735:HTR21	223919	227021	g21211.t1	ENOG503NY7U	PLP
IBT15451:HTR65	144041	147142	g22175.t1	ENOG503NY7U	PLP
IBT15451:HTR65	247886	248971	g22217.t1	ENOG503P5Q6	CRG
IBT15451:HTR65	251893	252711	g22220.t1	ENOG503P5Q6	CRG
IBT15451:HTR65	305487	308586	g22241.t1	ENOG503NY7U	PLP
IBT15451:HTR65	581844	582662	g22355.t1	ENOG503P5Q6	CRG
IBT15451:HTR65	585610	586686	g22358.t1	ENOG503P5Q6	CRG
IBT15450:HTR71	66486	67307	g22606.t1	ENOG503P5Q6	CRG
IBT15450:HTR71	70275	71357	g22609.t1	ENOG503P5Q6	CRG
IBT15450:HTR71	139498	140370	g22637.t1	ENOG503P5Q6	CRG
IBT15450:HTR71	447727	450829	g22765.t1	ENOG503NY7U	PLP
IBT15451:HTR85	66507	67328	g23189.t1	ENOG503P5Q6	CRG
IBT15451:HTR85	70296	71378	g23192.t1	ENOG503P5Q6	CRG
IBT15451:HTR85	139485	140357	g23221.t1	ENOG503P5Q6	CRG
IBT15451:HTR85	447711	450812	g23351.t1	ENOG503NY7U	PLP
IBT15451:HTR102	163410	166512	g23665.t1	ENOG503NY7U	PLP
IBT15451:HTR102	356330	357148	g23744.t1	ENOG503P5Q6	CRG
IBT15451:HTR102	360052	361137	g23747.t1	ENOG503P5Q6	CRG
IBT15451:HTR102	421568	422382	g23774.t1	ENOG503P5Q6	CRG
IBT15451:HTR102	472131	473483	g23800.t1	ENOG503NY7U	PLP
IBT15452:HTR1	363982	365064	g2381.t1	ENOG503P5Q6	CRG
IBT15452:HTR1	367965	368753	g2384.t1	ENOG503P5Q6	CRG
IBT15451:HTR102	783347	786447	g23915.t1	ENOG503NY7U	PLP
IBT15451:HTR102	2095515	2098615	g24400.t1	ENOG503NY7U	PLP
IBT15451:HTR102	2232882	2235983	g24456.t1	ENOG503NY7U	PLP
IBT15451:HTR102	2589207	2590292	g24587.t1	ENOG503P5Q6	CRG
IBT15451:HTR102	2593088	2594035	g24589.t1	ENOG503P5Q6	CRG
IBT15452:HTR47	248004	250908	g24791.t1	ENOG503NY7U	PLP
IBT15452:HTR47	346996	356516	g24822.t1	PF20255	DUF6066
IBT15452:HTR47	944882	947995	g25000.t1	ENOG503NY7U	PLP
IBT15452:HTR47	1148326	1149408	g25072.t1	ENOG503P5Q6	CRG
IBT15452:HTR47	1152226	1153173	g25075.t1	ENOG503P5Q6	CRG
IBT15452:HTR47	1329144	1332247	g25147.t1	ENOG503NY7U	PLP
IBT15452:HTR92	367250	370351	g25371.t1	ENOG503NY7U	PLP
IBT15452:HTR1	840707	841837	g2541.t1	ENOG503NY7U	PLP
IBT15452:HTR59	93844	94920	g25596.t1	ENOG503P5Q6	CRG
IBT15452:HTR59	97868	98686	g25599.t1	ENOG503P5Q6	CRG
IBT15452:HTR59	482199	485300	g25753.t1	ENOG503NY7U	PLP
CBS134186:HTR33	36969	37989	g25925.t1	ENOG503P5Q6	CRG
CBS134186:HTR33	86009	89097	g25943.t1	ENOG503NY7U	PLP
IBT15449:HTR53	239868	243065	g26383.t1	ENOG503NY7U	PLP
IBT15449:HTR53	389806	399225	g26433.t1	PF20255	DUF6066
IBT15452:HTR1	1133163	1133978	g2645.t1	ENOG503P5Q6	CRG
IBT15452:HTR1	1136938	1138020	g2648.t1	ENOG503P5Q6	CRG
IBT15450:HTR59	200883	201830	g26667.t1	ENOG503P5Q6	CRG
IBT15450:HTR59	204626	205711	g26669.t1	ENOG503P5Q6	CRG
IBT15452:HTR113	215429	218529	g268.t1	ENOG503NY7U	PLP
IBT15450:HTR59	558949	562050	g26803.t1	ENOG503NY7U	PLP
IBT15450:HTR59	705298	707420	g26863.t1	ENOG503NY7U	PLP
IBT15450:HTR59	1202239	1203321	g27060.t1	ENOG503P5Q6	CRG
IBT15450:HTR59	1206280	1207098	g27063.t1	ENOG503P5Q6	CRG
IBT15450:HTR59	2069974	2071056	g27363.t1	ENOG503P5Q6	CRG
IBT15450:HTR59	2074116	2075060	g27365.t1	ENOG503P5Q6	CRG
IBT15450:HTR59	2117680	2118624	g27381.t1	ENOG503P5Q6	CRG
IBT15450:HTR59	2121684	2122766	g27383.t1	ENOG503P5Q6	CRG
IBT15450:HTR59	2403985	2407084	g27483.t1	ENOG503NY7U	PLP
IBT15450:HTR59	2578108	2579193	g27553.t1	ENOG503P5Q6	CRG
IBT15450:HTR59	2582129	2582950	g27556.t1	ENOG503P5Q6	CRG
IBT15452:HTR2	1449687	1450502	g28441.t1	ENOG503P5Q6	CRG
IBT15452:HTR2	1505033	1506118	g28467.t1	ENOG503P5Q6	CRG
IBT15452:HTR2	1509022	1509840	g28470.t1	ENOG503P5Q6	CRG
IBT15452:HTR2	1694700	1697801	g28551.t1	ENOG503NY7U	PLP
IBT13549:HTR37	182751	183881	g29311.t1	ENOG503NY7U	PLP
IBT13549:HTR37	480157	480972	g29411.t1	ENOG503P5Q6	CRG
IBT13549:HTR37	483932	485014	g29414.t1	ENOG503P5Q6	CRG
IBT15452:HTR1	1947046	1947861	g2943.t1	ENOG503P5Q6	CRG
IBT15452:HTR1	1950821	1951903	g2946.t1	ENOG503P5Q6	CRG
IBT13549:HTR37	1291126	1292208	g29709.t1	ENOG503P5Q6	CRG
IBT13549:HTR37	1295168	1295983	g29712.t1	ENOG503P5Q6	CRG
IBT13549:HTR37	1594922	1598134	g29817.t1	ENOG503NY7U	PLP
IBT13549:HTR37	1613418	1616519	g29822.t1	ENOG503NY7U	PLP
IBT13549:HTR37	1701821	1702903	g29859.t1	ENOG503P5Q6	CRG
IBT13549:HTR37	1705864	1706679	g29862.t1	ENOG503P5Q6	CRG
IBT13549:HTR37	2321474	2322292	g30102.t1	ENOG503P5Q6	CRG
IBT13549:HTR37	2325251	2326333	g30105.t1	ENOG503P5Q6	CRG
IBT13549:HTR37	3087908	3088990	g30364.t1	ENOG503P5Q6	CRG
IBT13549:HTR37	3092050	3092994	g30366.t1	ENOG503P5Q6	CRG
IBT13549:HTR37	3128315	3129136	g30380.t1	ENOG503P5Q6	CRG
IBT13549:HTR37	3132072	3133157	g30383.t1	ENOG503P5Q6	CRG
IBT13549:HTR37	3304169	3307268	g30450.t1	ENOG503NY7U	PLP
IBT15452:HTR1	2243942	2247154	g3053.t1	ENOG503NY7U	PLP
IBT15452:HTR1	2262436	2265536	g3058.t1	ENOG503NY7U	PLP
IBT13549:HTR37	3716363	3717310	g30592.t1	ENOG503P5Q6	CRG
IBT13549:HTR37	3720120	3721202	g30595.t1	ENOG503P5Q6	CRG
IBT13549:HTR37	4129317	4130261	g30761.t1	ENOG503P5Q6	CRG
IBT13549:HTR37	4133322	4134404	g30763.t1	ENOG503P5Q6	CRG
IBT15449:HTR56	44140	45765	g30855.t1	ENOG503P5Q6	CRG
IBT15452:HTR1	2350831	2351913	g3096.t1	ENOG503P5Q6	CRG
IBT15452:HTR1	2354874	2355689	g3099.t1	ENOG503P5Q6	CRG
IBT15449:HTR105	276734	279892	g31123.t1	ENOG503NY7U	PLP
IBT15449:HTR71	180797	183897	g31432.t1	ENOG503NY7U	PLP
IBT15449:HTR71	277062	278144	g31473.t1	ENOG503P5Q6	CRG
IBT15449:HTR71	281046	281918	g31476.t1	ENOG503P5Q6	CRG
IBT15449:HTR71	726905	730006	g31633.t1	ENOG503NY7U	PLP
IBT15452:HTR1	2530748	2532870	g3166.t1	ENOG503NY7U	PLP
IBT15449:HTR71	788061	788879	g31661.t1	ENOG503P5Q6	CRG
IBT15449:HTR71	799938	801019	g31666.t1	ENOG503P5Q6	CRG
ATCC48735:HTR10	91012	94335	g31874.t1	ENOG503NY7U	PLP
CBS134186:HTR111	375178	376122	g32400.t1	ENOG503P5Q6	CRG
CBS134186:HTR111	378913	379995	g32403.t1	ENOG503P5Q6	CRG
CBS134186:HTR111	424984	426066	g32423.t1	ENOG503P5Q6	CRG
CBS134186:HTR111	428857	429801	g32426.t1	ENOG503P5Q6	CRG
ATCC48735:HTR41	119	2650	g32445.t1	ENOG503NY7U	PLP
ATCC48735:HTR41	76488	77570	g32482.t1	ENOG503P5Q6	CRG
ATCC48735:HTR41	80520	81338	g32485.t1	ENOG503P5Q6	CRG
IBT15451:HTR43	194116	197286	g33179.t1	ENOG503NY7U	PLP
CBS134186:HTR15	3077	6180	g33242.t1	ENOG503NY7U	PLP
IBT15452:HTR1	3027669	3028751	g3363.t1	ENOG503P5Q6	CRG
IBT15452:HTR1	3031710	3032528	g3366.t1	ENOG503P5Q6	CRG
IBT15449:HTR22	381600	384700	g35066.t1	ENOG503NY7U	PLP
IBT15449:HTR22	515245	517920	g35120.t1	ENOG503NY7U	PLP
IBT15449:HTR22	518127	518333	g35121.t1	ENOG503NY7U	PLP
IBT18980:HTR58	209170	212371	g35382.t1	ENOG503NY7U	PLP
IBT31339:HTR68	716264	719464	g35813.t1	ENOG503NY7U	PLP
IBT15450:HTR79	110466	112091	g36446.t1	ENOG503P5Q6	CRG
IBT15449:HTR67	66558	67379	g36804.t1	ENOG503P5Q6	CRG
IBT15449:HTR67	70347	71429	g36807.t1	ENOG503P5Q6	CRG
IBT15449:HTR67	139573	140163	g36836.t1	ENOG503P5Q6	CRG
CBS134186:HTR40	1775	2719	g37464.t1	ENOG503P5Q6	CRG
CBS134186:HTR40	160067	162862	g37527.t1	ENOG503NY7U	PLP
IBT15449:HTR5	721566	724320	g38499.t1	ENOG503NY7U	PLP
IBT15452:HTR73	32875	35963	g38824.t1	ENOG503NY7U	PLP
IBT15450:HTR5	108277	111435	g38959.t1	ENOG503NY7U	PLP
IBT13549:HTR41	319802	320590	g39310.t1	ENOG503P5Q6	CRG
IBT13549:HTR41	323491	324573	g39313.t1	ENOG503P5Q6	CRG
IBT15450:HTR58	53362	56462	g39592.t1	ENOG503NY7U	PLP
IBT15450:HTR58	109239	110057	g39614.t1	ENOG503P5Q6	CRG
IBT15450:HTR58	112980	114065	g39617.t1	ENOG503P5Q6	CRG
IBT15450:HTR58	214802	217903	g39659.t1	ENOG503NY7U	PLP
IBT15449:HTR58	165829	168929	g40040.t1	ENOG503NY7U	PLP
ATCC48735:HTR22	108613	109557	g4008.t1	ENOG503P5Q6	CRG
IBT19259:HTR109	55912	59843	g40082.t1	ENOG503NY7U	PLP
ATCC48735:HTR22	112348	113430	g4011.t1	ENOG503P5Q6	CRG
IBT18980:HTR38	301679	302467	g40305.t1	ENOG503P5Q6	CRG
IBT18980:HTR38	305368	306450	g40308.t1	ENOG503P5Q6	CRG
ATCC48735:HTR22	158417	159499	g4031.t1	ENOG503P5Q6	CRG
ATCC48735:HTR22	162287	162994	g4034.t1	ENOG503P5Q6	CRG
IBT18980:HTR32	172708	173838	g40567.t1	ENOG503NY7U	PLP
IBT18980:HTR32	470080	470895	g40665.t1	ENOG503P5Q6	CRG
IBT18980:HTR32	473855	474937	g40668.t1	ENOG503P5Q6	CRG
IBT18980:HTR32	1280921	1282003	g40969.t1	ENOG503P5Q6	CRG
IBT18980:HTR32	1284963	1285778	g40972.t1	ENOG503P5Q6	CRG
IBT18980:HTR32	1584681	1587893	g41077.t1	ENOG503NY7U	PLP
IBT18980:HTR32	1603177	1606278	g41082.t1	ENOG503NY7U	PLP
IBT18980:HTR32	1691563	1692645	g41120.t1	ENOG503P5Q6	CRG
IBT18980:HTR32	1695606	1696421	g41123.t1	ENOG503P5Q6	CRG
IBT18980:HTR32	2311128	2311946	g41364.t1	ENOG503P5Q6	CRG
IBT18980:HTR32	2314905	2315987	g41367.t1	ENOG503P5Q6	CRG
IBT18980:HTR32	3076870	3077952	g41629.t1	ENOG503P5Q6	CRG
IBT18980:HTR32	3081012	3081956	g41631.t1	ENOG503P5Q6	CRG
IBT18980:HTR32	3117275	3118096	g41646.t1	ENOG503P5Q6	CRG
IBT18980:HTR32	3121032	3122117	g41649.t1	ENOG503P5Q6	CRG
IBT18980:HTR32	3293093	3296192	g41718.t1	ENOG503NY7U	PLP
IBT18980:HTR32	3705225	3706172	g41860.t1	ENOG503P5Q6	CRG
IBT18980:HTR32	3708982	3710064	g41863.t1	ENOG503P5Q6	CRG
CBS134186:HTR88	32808	33947	g42007.t1	ENOG503NY7U	PLP
ATCC48735:HTR91	795	1739	g42628.t1	ENOG503P5Q6	CRG
ATCC48735:HTR91	159079	162180	g42691.t1	ENOG503NY7U	PLP
CBS134186:HTR28	91834	95157	g42806.t1	ENOG503NY7U	PLP
IBT18980:HTR33	74639	77740	g43122.t1	ENOG503NY7U	PLP
IBT18980:HTR33	266097	266915	g43201.t1	ENOG503P5Q6	CRG
IBT18980:HTR33	269819	270904	g43204.t1	ENOG503P5Q6	CRG
IBT15451:HTR70	108339	111497	g43565.t1	ENOG503NY7U	PLP
IBT18980:HTR28	11650	12732	g43714.t1	ENOG503P5Q6	CRG
IBT18980:HTR28	15792	16735	g43716.t1	ENOG503P5Q6	CRG
IBT15452:HTR112	919	4019	g43956.t1	ENOG503NY7U	PLP
IBT15449:HTR4	403046	404131	g44281.t1	ENOG503P5Q6	CRG
IBT15449:HTR4	407069	407890	g44284.t1	ENOG503P5Q6	CRG
IBT15449:HTR4	600100	600917	g44360.t1	ENOG503P5Q6	CRG
IBT15449:HTR4	603875	604960	g44363.t1	ENOG503P5Q6	CRG
IBT15449:HTR4	951493	952440	g44490.t1	ENOG503P5Q6	CRG
IBT15449:HTR4	955250	956332	g44493.t1	ENOG503P5Q6	CRG
IBT13549:HTR1	191543	194644	g45326.t1	ENOG503NY7U	PLP
IBT13549:HTR1	247898	248974	g45347.t1	ENOG503P5Q6	CRG
IBT13549:HTR1	251941	252756	g45349.t1	ENOG503P5Q6	CRG
IBT13549:HTR1	442463	445564	g45426.t1	ENOG503NY7U	PLP
IBT15452:HTR13	337100	338182	g4544.t1	ENOG503P5Q6	CRG
IBT15452:HTR13	341242	342186	g4546.t1	ENOG503P5Q6	CRG
IBT13549:HTR1	676718	677659	g45516.t1	ENOG503P5Q6	CRG
IBT13549:HTR1	680458	681543	g45519.t1	ENOG503P5Q6	CRG
IBT13549:HTR1	807275	810376	g45568.t1	ENOG503NY7U	PLP
IBT15452:HTR13	377505	378326	g4561.t1	ENOG503P5Q6	CRG
IBT15452:HTR13	381262	382347	g4564.t1	ENOG503P5Q6	CRG
IBT18980:HTR102	57109	58990	g45700.t1	ENOG503NY7U	PLP
IBT18980:HTR102	59077	60206	g45701.t1	ENOG503NY7U	PLP
IBT15452:HTR13	552618	555717	g4632.t1	ENOG503NY7U	PLP
IBT15452:HTR55	175380	178478	g46466.t1	ENOG503NY7U	PLP
ATCC48735:HTR108	28990	29944	g46581.t1	ENOG503NY7U	PLP
IBT15452:HTR17	418750	421853	g46814.t1	ENOG503NY7U	PLP
IBT15452:HTR91	179735	180820	g47095.t1	ENOG503P5Q6	CRG
IBT15452:HTR91	183616	184563	g47097.t1	ENOG503P5Q6	CRG
IBT15452:HTR91	556748	559849	g47236.t1	ENOG503NY7U	PLP
IBT15452:HTR91	690465	693565	g47292.t1	ENOG503NY7U	PLP
IBT15452:HTR13	831180	832262	g4730.t1	ENOG503P5Q6	CRG
IBT15452:HTR13	835322	836266	g4732.t1	ENOG503P5Q6	CRG
IBT15449:HTR21	123646	126747	g47406.t1	ENOG503NY7U	PLP
IBT15449:HTR21	436610	437962	g47522.t1	ENOG503NY7U	PLP
IBT15449:HTR21	487713	488527	g47545.t1	ENOG503P5Q6	CRG
IBT15449:HTR21	548965	550050	g47573.t1	ENOG503P5Q6	CRG
IBT15449:HTR21	552954	553772	g47576.t1	ENOG503P5Q6	CRG
IBT15449:HTR21	744068	747169	g47656.t1	ENOG503NY7U	PLP
IBT15449:HTR82	182962	186182	g47784.t1	ENOG503NY7U	PLP
IBT15452:HTR11	261305	264520	g47926.t1	ENOG503NY7U	PLP
IBT15452:HTR11	591504	594716	g48031.t1	ENOG503NY7U	PLP
IBT15450:HTR14	60649	70067	g48237.t1	PF20255	DUF6066
IBT15450:HTR14	216815	220010	g48286.t1	ENOG503NY7U	PLP
ATCC48735:HTR33	60562	63733	g48438.t1	ENOG503NY7U	PLP
IBT13549:HTR104	43650	46748	g48738.t1	ENOG503NY7U	PLP
IBT15450:HTR57	17538	20638	g48799.t1	ENOG503NY7U	PLP
IBT15452:HTR13	1240169	1241251	g4893.t1	ENOG503P5Q6	CRG
IBT15452:HTR13	1244061	1245008	g4896.t1	ENOG503P5Q6	CRG
IBT15450:HTR57	1303641	1306742	g49279.t1	ENOG503NY7U	PLP
IBT15450:HTR57	1616597	1617949	g49397.t1	ENOG503NY7U	PLP
IBT15450:HTR57	1667700	1668515	g49421.t1	ENOG503P5Q6	CRG
IBT15450:HTR57	1728947	1730032	g49448.t1	ENOG503P5Q6	CRG
IBT15450:HTR57	1732936	1733754	g49451.t1	ENOG503P5Q6	CRG
IBT15450:HTR57	1923612	1926713	g49534.t1	ENOG503NY7U	PLP
IBT18980:HTR30	13607	14425	g50052.t1	ENOG503P5Q6	CRG
IBT18980:HTR30	17329	18414	g50055.t1	ENOG503P5Q6	CRG
IBT18980:HTR30	72946	73761	g50081.t1	ENOG503P5Q6	CRG
IBT18980:HTR30	359019	362119	g50182.t1	ENOG503NY7U	PLP
IBT15452:HTR13	1701912	1702997	g5056.t1	ENOG503P5Q6	CRG
IBT15452:HTR13	1705955	1706773	g5059.t1	ENOG503P5Q6	CRG
IBT15452:HTR13	1905172	1905993	g5138.t1	ENOG503P5Q6	CRG
IBT15452:HTR13	1908932	1910017	g5141.t1	ENOG503P5Q6	CRG
ATCC48735:HTR101	45303	48391	g51892.t1	ENOG503NY7U	PLP
ATCC48735:HTR101	96412	97432	g51910.t1	ENOG503P5Q6	CRG
IBT15452:HTR18	390484	393584	g52139.t1	ENOG503NY7U	PLP
IBT15452:HTR18	730430	731377	g52256.t1	ENOG503P5Q6	CRG
IBT15452:HTR18	734190	735272	g52259.t1	ENOG503P5Q6	CRG
IBT15449:HTR1	195772	196854	g52449.t1	ENOG503P5Q6	CRG
IBT15449:HTR1	199813	200631	g52452.t1	ENOG503P5Q6	CRG
IBT15449:HTR1	1063623	1064705	g52755.t1	ENOG503P5Q6	CRG
IBT15449:HTR1	1067765	1068709	g52757.t1	ENOG503P5Q6	CRG
IBT15449:HTR1	1111329	1112273	g52773.t1	ENOG503P5Q6	CRG
IBT15449:HTR1	1115333	1116415	g52775.t1	ENOG503P5Q6	CRG
IBT15449:HTR1	1397625	1400724	g52876.t1	ENOG503NY7U	PLP
IBT15449:HTR1	1571746	1572831	g52946.t1	ENOG503P5Q6	CRG
IBT15449:HTR1	1575767	1576588	g52949.t1	ENOG503P5Q6	CRG
CBS134186:HTR112	832	3933	g53827.t1	ENOG503NY7U	PLP
CBS134186:HTR112	77771	78853	g53864.t1	ENOG503P5Q6	CRG
CBS134186:HTR112	81803	82621	g53867.t1	ENOG503P5Q6	CRG
IBT15452:HTR105	39	2868	g54081.t1	ENOG503NY7U	PLP
IBT15452:HTR105	88962	92063	g54127.t1	ENOG503NY7U	PLP
IBT15452:HTR105	237811	238632	g54190.t1	ENOG503P5Q6	CRG
IBT15452:HTR105	241592	242677	g54193.t1	ENOG503P5Q6	CRG
IBT15451:HTR120	117262	118887	g54280.t1	ENOG503P5Q6	CRG
CBS134186:HTR84	68003	71101	g54437.t1	ENOG503NY7U	PLP
IBT15451:HTR93	721308	724063	g54708.t1	ENOG503NY7U	PLP
IBT15451:HTR93	1465117	1467871	g54924.t1	ENOG503NY7U	PLP
IBT15451:HTR93	1564354	1567679	g54954.t1	PF20255	DUF6066
IBT15452:HTR118	20610	23710	g55123.t1	ENOG503NY7U	PLP
IBT15450:HTR56	467246	470571	g55549.t1	PF20255	DUF6066
IBT15450:HTR56	567051	569806	g55580.t1	ENOG503NY7U	PLP
IBT15449:HTR14	516711	517793	g5567.t1	ENOG503P5Q6	CRG
