SRG_type	domains	HTR	middle_position	HTR_full	HTR_size	shortest_distance	shortest_distance_relative_size
CRG	ENOG503P5Q6	PN016:HTR20	262808	Pnalgiovense.PN016_contig2:0-347000	347000	84192	0.242628
CRG	ENOG503P5Q6	Wisconsin54-1255:HTR2	2767	Prubens.Wisconsin54-1255_contig04:0-39849	39849	2767	0.0694371
PLP	ENOG503NY7U	IBT19737:HTR36	148068	Pchrysogenum.IBT19737_JAPVED010000006:123000-491000	368000	148068	0.402359
PLP	ENOG503NY7U	IBT17219:HTR47	42183	Pchrysogenum.IBT17219_JAQJZU010000008:0-253000	253000	42183	0.166731
PLP	ENOG503NY7U	IBT17219:HTR47	43237	Pchrysogenum.IBT17219_JAQJZU010000008:0-253000	253000	43237	0.170897
PLP	ENOG503NY7U	IBT17219:HTR47	44141	Pchrysogenum.IBT17219_JAQJZU010000008:0-253000	253000	44141	0.17447
PLP	ENOG503NY7U	Wisconsin54-1255:HTR7	43100	Prubens.Wisconsin54-1255_contig09:0-73183	73183	30083	0.411065
PLP	ENOG503NY7U	Wisconsin54-1255:HTR7	44868.5	Prubens.Wisconsin54-1255_contig09:0-73183	73183	28314.5	0.3869
PLP	ENOG503NY7U	IBT17219:HTR5	66773.5	Pchrysogenum.IBT17219_JAQJZU010000002:4446000-4556000	110000	43226.5	0.392968
PLP	ENOG503NY7U	Wisconsin54-1255:HTR16	19368.5	Prubens.Wisconsin54-1255_contig13:0-311000	311000	19368.5	0.0622781
PLP	ENOG503NY7U	IBT19737:HTR45	160162	Pchrysogenum.IBT19737_JAPVED010000006:3548000-3722795	174795	14633	0.0837152
PLP	ENOG503NY7U	Wisconsin54-1255:HTR34	75229.5	Prubens.Wisconsin54-1255_contig16:1620000-1767000	147000	71770.5	0.488235
PLP	ENOG503NY7U	Wisconsin54-1255:HTR34	76533	Prubens.Wisconsin54-1255_contig16:1620000-1767000	147000	70467	0.479367
PLP	ENOG503NY7U	IBT35670:HTR40	128832	Prubens.IBT35670_JAQKAG010000005:292000-1175827	883827	128832	0.145766
CRG	ENOG503P5Q6	IBT35670:HTR40	195362	Prubens.IBT35670_JAQKAG010000005:292000-1175827	883827	195362	0.221041
CRG	ENOG503P5Q6	IBT35670:HTR40	248473	Prubens.IBT35670_JAQKAG010000005:292000-1175827	883827	248473	0.281133
CRG	ENOG503P5Q6	IBT35670:HTR40	249100	Prubens.IBT35670_JAQKAG010000005:292000-1175827	883827	249100	0.281842
PLP	ENOG503NY7U	IBT35670:HTR40	292234	Prubens.IBT35670_JAQKAG010000005:292000-1175827	883827	292234	0.330646
CRG	ENOG503P5Q6	IBT35670:HTR40	453001	Prubens.IBT35670_JAQKAG010000005:292000-1175827	883827	430826	0.487455
CRG	ENOG503P5Q6	NCPC10086:HTR48	264882	Pchrysogenum.NCPC10086_scaf105:0-650282	650282	264882	0.407334
PLP	ENOG503NY7U	IBT35670:HTR40	503088	Prubens.IBT35670_JAQKAG010000005:292000-1175827	883827	380739	0.430785
CRG	ENOG503P5Q6	IBT35670:HTR40	556302	Prubens.IBT35670_JAQKAG010000005:292000-1175827	883827	327525	0.370576
PLP	ENOG503NY7U	IBT35670:HTR40	833874	Prubens.IBT35670_JAQKAG010000005:292000-1175827	883827	49953	0.056519
CRG	ENOG503P5Q6	NCPC10086:HTR48	321426	Pchrysogenum.NCPC10086_scaf105:0-650282	650282	321426	0.494287
CRG	ENOG503P5Q6	NCPC10086:HTR48	323389	Pchrysogenum.NCPC10086_scaf105:0-650282	650282	323389	0.497306
PLP	ENOG503NY7U	IBT35670:HTR25	68628.5	Prubens.IBT35670_JAQKAG010000003:408000-1664000	1256000	68628.5	0.0546405
PLP	ENOG503NY7U	IBT35670:HTR25	354855	Prubens.IBT35670_JAQKAG010000003:408000-1664000	1256000	354855	0.282528
CRG	ENOG503P5Q6	IBT35670:HTR25	467519	Prubens.IBT35670_JAQKAG010000003:408000-1664000	1256000	467519	0.372229
CRG	ENOG503P5Q6	IBT35670:HTR25	469482	Prubens.IBT35670_JAQKAG010000003:408000-1664000	1256000	469482	0.373791
CRG	ENOG503P5Q6	IBT35670:HTR25	629154	Prubens.IBT35670_JAQKAG010000003:408000-1664000	1256000	626846	0.499081
CRG	ENOG503P5Q6	IBT35670:HTR25	630664	Prubens.IBT35670_JAQKAG010000003:408000-1664000	1256000	625336	0.497879
CRG	ENOG503P5Q6	IBT35670:HTR25	631266	Prubens.IBT35670_JAQKAG010000003:408000-1664000	1256000	624734	0.4974
PLP	ENOG503NY7U	IBT35670:HTR25	736495	Prubens.IBT35670_JAQKAG010000003:408000-1664000	1256000	519505	0.413619
PLP	ENOG503NY7U	IBT35670:HTR25	1.08055e+06	Prubens.IBT35670_JAQKAG010000003:408000-1664000	1256000	175450	0.139689
PLP	ENOG503NY7U	IBT35670:HTR25	1.08212e+06	Prubens.IBT35670_JAQKAG010000003:408000-1664000	1256000	173880	0.138439
CRG	ENOG503P5Q6	NCPC10086:HTR48	511806	Pchrysogenum.NCPC10086_scaf105:0-650282	650282	138476	0.212948
PLP	ENOG503NY7U	PN016:HTR7	72817.5	Pnalgiovense.PN016_contig1:6451000-6789000	338000	72817.5	0.215436
CRG	ENOG503P5Q6	NCPC10086:HTR48	522750	Pchrysogenum.NCPC10086_scaf105:0-650282	650282	127532	0.196118
PLP	ENOG503NY7U	PN016:HTR7	226969	Pnalgiovense.PN016_contig1:6451000-6789000	338000	111031	0.328494
PLP	ENOG503NY7U	PN016:HTR7	228552	Pnalgiovense.PN016_contig1:6451000-6789000	338000	109448	0.323811
CRG	ENOG503P5Q6	NCPC10086:HTR48	605080	Pchrysogenum.NCPC10086_scaf105:0-650282	650282	45202	0.0695114
CRG	ENOG503P5Q6	PN016:HTR78	146308	Pnalgiovense.PN016_contig8:729000-1301096	572096	146308	0.25574
CRG	ENOG503P5Q6	PN016:HTR78	148156	Pnalgiovense.PN016_contig8:729000-1301096	572096	148156	0.258971
PLP	ENOG503NY7U	NCPC10086:HTR48	625310	Pchrysogenum.NCPC10086_scaf105:0-650282	650282	24972	0.0384018
CRG	ENOG503P5Q6	PN016:HTR78	374293	Pnalgiovense.PN016_contig8:729000-1301096	572096	197803	0.345751
CRG	ENOG503P5Q6	PN016:HTR78	376106	Pnalgiovense.PN016_contig8:729000-1301096	572096	195990	0.342582
CRG	ENOG503P5Q6	PN016:HTR78	440738	Pnalgiovense.PN016_contig8:729000-1301096	572096	131358	0.229608
PLP	ENOG503NY7U	PN016:HTR78	471002	Pnalgiovense.PN016_contig8:729000-1301096	572096	101094	0.176708
PLP	ENOG503NY7U	PN016:HTR78	472578	Pnalgiovense.PN016_contig8:729000-1301096	572096	99518	0.173953
CRG	ENOG503P5Q6	NCPC10086:HTR17	174016	Pchrysogenum.NCPC10086_scaf061:0-216600	216600	42584	0.196602
PLP	ENOG503NY7U	IBT27055:HTR15	91399.5	Prubens.IBT27055_JAQKAF010000002:831000-1214000	383000	91399.5	0.238641
CRG	ENOG503P5Q6	IBT17219:HTR25	377149	Pchrysogenum.IBT17219_JAQJZU010000005:3254000-3745034	491034	113885	0.231929
CRG	ENOG503P5Q6	IBT17219:HTR25	411130	Pchrysogenum.IBT17219_JAQJZU010000005:3254000-3745034	491034	79904	0.162726
PLP	ENOG503NY7U	IBT17219:HTR25	449250	Pchrysogenum.IBT17219_JAQJZU010000005:3254000-3745034	491034	41784	0.0850939
PLP	ENOG503NY7U	IBT17219:HTR10	288294	Pchrysogenum.IBT17219_JAQJZU010000003:2929000-4052703	1123703	288294	0.256557
CRG	ENOG503P5Q6	IBT17219:HTR10	320058	Pchrysogenum.IBT17219_JAQJZU010000003:2929000-4052703	1123703	320058	0.284824
CRG	ENOG503P5Q6	IBT17219:HTR10	995065	Pchrysogenum.IBT17219_JAQJZU010000003:2929000-4052703	1123703	128638	0.114477
PLP	ENOG503NY7U	PN016:HTR12	645.5	Pnalgiovense.PN016_contig12:0-233599	233599	645.5	0.00276328
CRG	ENOG503P5Q6	PN016:HTR12	203198	Pnalgiovense.PN016_contig12:0-233599	233599	30401	0.130142
PLP	ENOG503NY7U	IBT35668:HTR61	108391	Pchrysogenum.IBT35668_JAPQKU010000005:8605000-8891000	286000	108391	0.37899
CRG	ENOG503P5Q6	PN016:HTR14	133680	Pnalgiovense.PN016_contig14:0-220542	220542	86862	0.393857
PLP	ENOG503NY7U	PN016:HTR14	219370	Pnalgiovense.PN016_contig14:0-220542	220542	1172	0.00531418
CRG	ENOG503P5Q6	PN016:HTR15	8414.5	Pnalgiovense.PN016_contig15:0-132790	132790	8414.5	0.063367
CRG	ENOG503P5Q6	PN016:HTR15	22706.5	Pnalgiovense.PN016_contig15:0-132790	132790	22706.5	0.170996
CRG	ENOG503P5Q6	PN016:HTR15	94417.5	Pnalgiovense.PN016_contig15:0-132790	132790	38372.5	0.288971
CRG	ENOG503P5Q6	PN016:HTR15	95045	Pnalgiovense.PN016_contig15:0-132790	132790	37745	0.284246
PLP	ENOG503NY7U	PN016:HTR73	112654	Pnalgiovense.PN016_contig7:1765000-1951121	186121	73467	0.394727
PLP	ENOG503NY7U	IBT35668:HTR23	619800	Pchrysogenum.IBT35668_JAPQKU010000001:8869000-9490807	621807	2007	0.00322769
PLP	ENOG503NY7U	IBT19737:HTR1	5941.5	Pchrysogenum.IBT19737_JAPVED010000001:0-83000	83000	5941.5	0.0715843
CRG	ENOG503P5Q6	PN016:HTR31	55497.5	Pnalgiovense.PN016_contig22:0-58818	58818	3320.5	0.0564538
CRG	ENOG503P5Q6	PN016:HTR31	56193	Pnalgiovense.PN016_contig22:0-58818	58818	2625	0.0446292
PLP	ENOG503NY7U	IBT17219:HTR3	222844	Pchrysogenum.IBT17219_JAQJZU010000002:2045000-3459000	1414000	222844	0.157598
PLP	ENOG503NY7U	IBT17219:HTR3	224426	Pchrysogenum.IBT17219_JAQJZU010000002:2045000-3459000	1414000	224426	0.158717
PLP	ENOG503NY7U	IBT17219:HTR3	302521	Pchrysogenum.IBT17219_JAQJZU010000002:2045000-3459000	1414000	302521	0.213947
PLP	ENOG503NY7U	IBT17219:HTR3	361690	Pchrysogenum.IBT17219_JAQJZU010000002:2045000-3459000	1414000	361690	0.255792
CRG	ENOG503P5Q6	IBT17219:HTR3	426725	Pchrysogenum.IBT17219_JAQJZU010000002:2045000-3459000	1414000	426725	0.301786
PLP	ENOG503NY7U	IBT17219:HTR3	507270	Pchrysogenum.IBT17219_JAQJZU010000002:2045000-3459000	1414000	507270	0.358748
CRG	ENOG503P5Q6	IBT17219:HTR3	585055	Pchrysogenum.IBT17219_JAQJZU010000002:2045000-3459000	1414000	585055	0.413759
CRG	ENOG503P5Q6	IBT17219:HTR3	585684	Pchrysogenum.IBT17219_JAQJZU010000002:2045000-3459000	1414000	585684	0.414204
PLP	ENOG503NY7U	IBT17219:HTR3	606496	Pchrysogenum.IBT17219_JAQJZU010000002:2045000-3459000	1414000	606496	0.428922
PLP	ENOG503NY7U	IBT17219:HTR3	663952	Pchrysogenum.IBT17219_JAQJZU010000002:2045000-3459000	1414000	663952	0.469556
PLP	ENOG503NY7U	IBT17219:HTR3	665500	Pchrysogenum.IBT17219_JAQJZU010000002:2045000-3459000	1414000	665500	0.470651
PLP	ENOG503NY7U	IBT17219:HTR3	871679	Pchrysogenum.IBT17219_JAQJZU010000002:2045000-3459000	1414000	542321	0.383537
PLP	ENOG503NY7U	IBT17219:HTR3	974526	Pchrysogenum.IBT17219_JAQJZU010000002:2045000-3459000	1414000	439474	0.310802
PLP	ENOG503NY7U	IBT17219:HTR3	976150	Pchrysogenum.IBT17219_JAQJZU010000002:2045000-3459000	1414000	437850	0.309653
CRG	ENOG503P5Q6	IBT17219:HTR3	1.05772e+06	Pchrysogenum.IBT17219_JAQJZU010000002:2045000-3459000	1414000	356280	0.251966
CRG	ENOG503P5Q6	IBT17219:HTR3	1058351	Pchrysogenum.IBT17219_JAQJZU010000002:2045000-3459000	1414000	355649	0.25152
PLP	ENOG503NY7U	IBT17219:HTR3	1235559	Pchrysogenum.IBT17219_JAQJZU010000002:2045000-3459000	1414000	178441	0.126196
PLP	ENOG503NY7U	IBT17219:HTR3	1346217	Pchrysogenum.IBT17219_JAQJZU010000002:2045000-3459000	1414000	67783	0.0479371
CRG	ENOG503P5Q6	IBT19737:HTR73	909106	Pchrysogenum.IBT19737_JAPVED010000013:0-1045173	1045173	136067	0.130186
PLP	ENOG503NY7U	IBT17660:HTR60	224058	Pdesertorum.IBT17660_JAPWDO010000006:1539000-1913000	374000	149942	0.400914
PLP	ENOG503NY7U	PN016:HTR35	19238	Pnalgiovense.PN016_contig26:0-39074	39074	19238	0.492348
PLP	ENOG503NY7U	PN016:HTR35	20805.5	Pnalgiovense.PN016_contig26:0-39074	39074	18268.5	0.467536
DUF6066	PF20255	IBT17660:HTR60	322692	Pdesertorum.IBT17660_JAPWDO010000006:1539000-1913000	374000	51308	0.137187
PLP	ENOG503NY7U	PN016:HTR80	145874	Pnalgiovense.PN016_contig9:744000-893856	149856	3982	0.0265722
PLP	ENOG503NY7U	PN016:HTR80	147443	Pnalgiovense.PN016_contig9:744000-893856	149856	2413	0.0161021
DUF6066	PF20255	IBT11891:HTR6	36973.5	Pmononematosum.IBT11891_JAQJZX010000001:883000-948000	65000	28026.5	0.431177
PLP	ENOG503NY7U	NCPC10086:HTR59	75823.5	Pchrysogenum.NCPC10086_scaf125:1269000-1417000	148000	72176.5	0.487679
PLP	ENOG503NY7U	NCPC10086:HTR59	77127	Pchrysogenum.NCPC10086_scaf125:1269000-1417000	148000	70873	0.478872
CRG	ENOG503P5Q6	NCPC10086:HTR63	77634.5	Pchrysogenum.NCPC10086_scaf133:0-170967	170967	77634.5	0.454091
PLP	ENOG503NY7U	IBT35670:HTR60	102876	Prubens.IBT35670_JAQKAG010000007:3197000-3342787	145787	42911	0.29434
PLP	ENOG503NY7U	PN016:HTR21	37664.5	Pnalgiovense.PN016_contig2:430000-534000	104000	37664.5	0.362159
PLP	ENOG503NY7U	Wisconsin54-1255:HTR22	63750	Prubens.Wisconsin54-1255_contig14:486000-551708	65708	1958	0.0297985
PLP	ENOG503NY7U	Wisconsin54-1255:HTR22	65150.5	Prubens.Wisconsin54-1255_contig14:486000-551708	65708	557.5	0.00848451
PLP	ENOG503NY7U	Wisconsin54-1255:HTR71	1114	Prubens.Wisconsin54-1255_contig23:0-228788	228788	1114	0.00486914
CRG	ENOG503P5Q6	Wisconsin54-1255:HTR71	90957.5	Prubens.Wisconsin54-1255_contig23:0-228788	228788	90957.5	0.397562
PLP	ENOG503NY7U	PN016:HTR16	549.5	Pnalgiovense.PN016_contig16:0-116718	116718	549.5	0.00470793
CRG	ENOG503P5Q6	PN016:HTR16	73720	Pnalgiovense.PN016_contig16:0-116718	116718	42998	0.368392
PLP	ENOG503NY7U	IBT19737:HTR38	37084.5	Pchrysogenum.IBT19737_JAPVED010000006:885000-984000	99000	37084.5	0.374591
PLP	ENOG503NY7U	PN016:HTR13	7171.5	Pnalgiovense.PN016_contig13:0-225925	225925	7171.5	0.0317428
PLP	ENOG503NY7U	PN016:HTR13	8742.5	Pnalgiovense.PN016_contig13:0-225925	225925	8742.5	0.0386965
CRG	ENOG503P5Q6	PN016:HTR13	75808.5	Pnalgiovense.PN016_contig13:0-225925	225925	75808.5	0.335547
CRG	ENOG503P5Q6	Wisconsin54-1255:HTR37	44574.5	Prubens.Wisconsin54-1255_contig17:0-292067	292067	44574.5	0.152617
PLP	ENOG503NY7U	Wisconsin54-1255:HTR37	236446	Prubens.Wisconsin54-1255_contig17:0-292067	292067	55621	0.190439
DUF6066	PF20255	IBT11891:HTR53	27063.5	Pmononematosum.IBT11891_JAQJZX010000005:2816000-2847000	31000	3936.5	0.126984
PLP	ENOG503NY7U	IBT19737:HTR46	75247	Pchrysogenum.IBT19737_JAPVED010000007:0-330000	330000	75247	0.228021
PLP	ENOG503NY7U	Wisconsin54-1255:HTR50	70222.5	Prubens.Wisconsin54-1255_contig21:0-145000	145000	70222.5	0.484293
PLP	ENOG503NY7U	IBT19737:HTR66	187160	Pchrysogenum.IBT19737_JAPVED010000012:255000-1158000	903000	187160	0.207265
CRG	ENOG503P5Q6	IBT19737:HTR66	241879	Pchrysogenum.IBT19737_JAPVED010000012:255000-1158000	903000	241879	0.267862
PLP	ENOG503NY7U	IBT19737:HTR66	310600	Pchrysogenum.IBT19737_JAPVED010000012:255000-1158000	903000	310600	0.343965
CRG	ENOG503P5Q6	IBT19737:HTR66	338538	Pchrysogenum.IBT19737_JAPVED010000012:255000-1158000	903000	338538	0.374904
CRG	ENOG503P5Q6	IBT19737:HTR66	427720	Pchrysogenum.IBT19737_JAPVED010000012:255000-1158000	903000	427720	0.473666
CRG	ENOG503P5Q6	IBT19737:HTR66	428324	Pchrysogenum.IBT19737_JAPVED010000012:255000-1158000	903000	428324	0.474334
PLP	ENOG503NY7U	IBT19737:HTR66	571441	Pchrysogenum.IBT19737_JAPVED010000012:255000-1158000	903000	331559	0.367175
CRG	ENOG503P5Q6	IBT19737:HTR66	639564	Pchrysogenum.IBT19737_JAPVED010000012:255000-1158000	903000	263436	0.291734
PLP	ENOG503NY7U	IBT19737:HTR66	709104	Pchrysogenum.IBT19737_JAPVED010000012:255000-1158000	903000	193896	0.214724
DUF6066	PF20255	IBT19737:HTR66	798650	Pchrysogenum.IBT19737_JAPVED010000012:255000-1158000	903000	104350	0.115559
PLP	ENOG503NY7U	IBT19737:HTR34	82815.5	Pchrysogenum.IBT19737_JAPVED010000005:298000-406923	108923	26107.5	0.239688
CRG	ENOG503P5Q6	PN016:HTR11	12833.5	Pnalgiovense.PN016_contig11:0-265217	265217	12833.5	0.0483887
CRG	ENOG503P5Q6	PN016:HTR11	14330	Pnalgiovense.PN016_contig11:0-265217	265217	14330	0.0540312
CRG	ENOG503P5Q6	PN016:HTR11	14959	Pnalgiovense.PN016_contig11:0-265217	265217	14959	0.0564029
CRG	ENOG503P5Q6	PN016:HTR11	60079.5	Pnalgiovense.PN016_contig11:0-265217	265217	60079.5	0.22653
PLP	ENOG503NY7U	IBT19737:HTR53	95195.5	Pchrysogenum.IBT19737_JAPVED010000009:0-391054	391054	95195.5	0.243433
PLP	ENOG503NY7U	PN016:HTR68	130448	Pnalgiovense.PN016_contig6:2072000-2634710	562710	130448	0.231821
PLP	ENOG503NY7U	PN016:HTR68	286202	Pnalgiovense.PN016_contig6:2072000-2634710	562710	276508	0.491386
PLP	ENOG503NY7U	PN016:HTR68	287774	Pnalgiovense.PN016_contig6:2072000-2634710	562710	274936	0.488593
PLP	ENOG503NY7U	PN016:HTR68	453472	Pnalgiovense.PN016_contig6:2072000-2634710	562710	109238	0.194128
DUF6066	PF20255	PN016:HTR68	499800	Pnalgiovense.PN016_contig6:2072000-2634710	562710	62910	0.111798
PLP	ENOG503NY7U	PN016:HTR34	27580.5	Pnalgiovense.PN016_contig25:0-40457	40457	12876.5	0.318276
PLP	ENOG503NY7U	NCPC10086:HTR13	30296	Pchrysogenum.NCPC10086_scaf054:0-159000	159000	30296	0.190541
CRG	ENOG503P5Q6	IBT17219:HTR60	77770.5	Pchrysogenum.IBT17219_JAQJZU010000010:0-1100328	1100328	77770.5	0.0706794
CRG	ENOG503P5Q6	IBT17219:HTR60	96212.5	Pchrysogenum.IBT17219_JAQJZU010000010:0-1100328	1100328	96212.5	0.0874398
CRG	ENOG503P5Q6	IBT17219:HTR60	311390	Pchrysogenum.IBT17219_JAQJZU010000010:0-1100328	1100328	311390	0.282997
CRG	ENOG503P5Q6	IBT17219:HTR60	312018	Pchrysogenum.IBT17219_JAQJZU010000010:0-1100328	1100328	312018	0.283568
PLP	ENOG503NY7U	IBT17219:HTR60	377242	Pchrysogenum.IBT17219_JAQJZU010000010:0-1100328	1100328	377242	0.342845
PLP	ENOG503NY7U	IBT17219:HTR61	34858	Pchrysogenum.IBT17219_JAQJZU010000011:47000-135000	88000	34858	0.396114
PLP	ENOG503NY7U	IBT17219:HTR60	594450	Pchrysogenum.IBT17219_JAQJZU010000010:0-1100328	1100328	505878	0.459752
PLP	ENOG503NY7U	Wisconsin54-1255:HTR72	49463.5	Prubens.Wisconsin54-1255_contig24:0-709213	709213	49463.5	0.0697442
CRG	ENOG503P5Q6	Wisconsin54-1255:HTR72	112754	Prubens.Wisconsin54-1255_contig24:0-709213	709213	112754	0.158985
CRG	ENOG503P5Q6	Wisconsin54-1255:HTR72	166154	Prubens.Wisconsin54-1255_contig24:0-709213	709213	166154	0.234279
PLP	ENOG503NY7U	Wisconsin54-1255:HTR72	205604	Prubens.Wisconsin54-1255_contig24:0-709213	709213	205604	0.289904
CRG	ENOG503P5Q6	Wisconsin54-1255:HTR72	318592	Prubens.Wisconsin54-1255_contig24:0-709213	709213	318592	0.449219
CRG	ENOG503P5Q6	Wisconsin54-1255:HTR72	376297	Prubens.Wisconsin54-1255_contig24:0-709213	709213	332916	0.469416
CRG	ENOG503P5Q6	Wisconsin54-1255:HTR72	378260	Prubens.Wisconsin54-1255_contig24:0-709213	709213	330953	0.466648
CRG	ENOG503P5Q6	Wisconsin54-1255:HTR72	566518	Prubens.Wisconsin54-1255_contig24:0-709213	709213	142695	0.201202
CRG	ENOG503P5Q6	Wisconsin54-1255:HTR72	577464	Prubens.Wisconsin54-1255_contig24:0-709213	709213	131749	0.185768
PLP	ENOG503NY7U	Wisconsin54-1255:HTR72	683062	Prubens.Wisconsin54-1255_contig24:0-709213	709213	26151	0.0368733
CRG	ENOG503P5Q6	PN016:HTR19	33927.5	Pnalgiovense.PN016_contig19:0-78763	78763	33927.5	0.430754
PLP	ENOG503NY7U	NCPC10086:HTR49	80591.5	Pchrysogenum.NCPC10086_scaf111:0-153000	153000	72408.5	0.473258
PLP	ENOG503NY7U	NCPC10086:HTR49	81295	Pchrysogenum.NCPC10086_scaf111:0-153000	153000	71705	0.46866
PLP	ENOG503NY7U	NCPC10086:HTR49	82168	Pchrysogenum.NCPC10086_scaf111:0-153000	153000	70832	0.462954
PLP	ENOG503NY7U	IBT19737:HTR5	74293.5	Pchrysogenum.IBT19737_JAPVED010000001:565000-711000	146000	71706.5	0.49114
CRG	ENOG503P5Q6	Wisconsin54-1255:HTR70	92402.5	Prubens.Wisconsin54-1255_contig22:6061000-6387817	326817	92402.5	0.282735
PLP	ENOG503NY7U	Wisconsin54-1255:HTR70	216722	Prubens.Wisconsin54-1255_contig22:6061000-6387817	326817	110095	0.33687
PLP	ENOG503NY7U	Wisconsin54-1255:HTR70	218205	Prubens.Wisconsin54-1255_contig22:6061000-6387817	326817	108612	0.332333
PLP	ENOG503NY7U	PN016:HTR36	34490	Pnalgiovense.PN016_contig27:0-35388	35388	898	0.0253758
PLP	ENOG503NY7U	IBT17219:HTR51	53815.5	Pchrysogenum.IBT17219_JAQJZU010000008:1318000-1463000	145000	53815.5	0.371141
PLP	ENOG503NY7U	NCPC10086:HTR35	59025.5	Pchrysogenum.NCPC10086_scaf089:0-213278	213278	59025.5	0.276754
CRG	ENOG503P5Q6	NCPC10086:HTR35	128390	Pchrysogenum.NCPC10086_scaf089:0-213278	213278	84888	0.398016
CRG	ENOG503P5Q6	NCPC10086:HTR35	181920	Pchrysogenum.NCPC10086_scaf089:0-213278	213278	31358	0.147029
DUF3435	starfish	IBT17219:HTR10	376348	Pchrysogenum.IBT17219_JAQJZU010000003:2929000-4052703	1123703	376348	0.334918
DUF3435	starfish	IBT19737:HTR8	105648	Pchrysogenum.IBT19737_JAPVED010000001:2856000-2972000	116000	10352	0.0892414
DUF3435	starfish	IBT19737:HTR13	19577.5	Pchrysogenum.IBT19737_JAPVED010000001:3677000-3721000	44000	19577.5	0.444943
DUF3435	starfish	IBT19737:HTR38	91487.5	Pchrysogenum.IBT19737_JAPVED010000006:885000-984000	99000	7512.5	0.0758838
DUF3435	starfish	IBT19737:HTR54	143114	Pchrysogenum.IBT19737_JAPVED010000010:0-151000	151000	7886	0.0522252
DUF3435	starfish	IBT19737:HTR66	900349	Pchrysogenum.IBT19737_JAPVED010000012:255000-1158000	903000	2651	0.00293577
DUF3435	starfish	IBT19737:HTR73	493787	Pchrysogenum.IBT19737_JAPVED010000013:0-1045173	1045173	493787	0.472445
DUF3435	starfish	IBT35668:HTR23	119590	Pchrysogenum.IBT35668_JAPQKU010000001:8869000-9490807	621807	119590	0.192327
DUF3435	starfish	IBT35668:HTR35	465246	Pchrysogenum.IBT35668_JAPQKU010000002:2723000-5119000	2396000	465246	0.194176
DUF3435	starfish	IBT35668:HTR39	8025.5	Pchrysogenum.IBT35668_JAPQKU010000002:6857000-7018487	161487	8025.5	0.0496975
DUF3435	starfish	NCPC10086:HTR30	107902	Pchrysogenum.NCPC10086_scaf075:825000-962000	137000	29098	0.212394
DUF3435	starfish	NCPC10086:HTR33	5847	Pchrysogenum.NCPC10086_scaf079:16000-158000	142000	5847	0.0411761
DUF3435	starfish	NCPC10086:HTR51	32779.5	Pchrysogenum.NCPC10086_scaf118:1560000-1595000	35000	2220.5	0.0634429
DUF3435	starfish	NCPC10086:HTR59	52849	Pchrysogenum.NCPC10086_scaf125:1269000-1417000	148000	52849	0.357088
DUF3435	starfish	IBT17660:HTR10	27572.5	Pdesertorum.IBT17660_JAPWDO010000002:0-294000	294000	27572.5	0.093784
DUF3435	starfish	IBT17660:HTR10	162823	Pdesertorum.IBT17660_JAPWDO010000002:0-294000	294000	131177	0.44618
DUF3435	starfish	IBT17660:HTR10	195463	Pdesertorum.IBT17660_JAPWDO010000002:0-294000	294000	98537	0.33516
DUF3435	starfish	IBT17660:HTR17	8364.5	Pdesertorum.IBT17660_JAPWDO010000003:2446000-2485000	39000	8364.5	0.214474
DUF3435	starfish	IBT17660:HTR29	47027	Pdesertorum.IBT17660_JAPWDO010000003:7513000-7760000	247000	47027	0.190393
DUF3435	starfish	IBT17660:HTR29	128385	Pdesertorum.IBT17660_JAPWDO010000003:7513000-7760000	247000	118615	0.480223
DUF3435	starfish	IBT17660:HTR39	135754	Pdesertorum.IBT17660_JAPWDO010000005:0-140000	140000	4246	0.0303286
DUF3435	starfish	IBT17660:HTR51	175616	Pdesertorum.IBT17660_JAPWDO010000005:3891000-5026000	1135000	175616	0.154728
DUF3435	starfish	IBT17660:HTR54	5630.5	Pdesertorum.IBT17660_JAPWDO010000006:269000-341000	72000	5630.5	0.0782014
DUF3435	starfish	IBT17660:HTR64	14157.5	Pdesertorum.IBT17660_JAPWDO010000007:319000-472000	153000	14157.5	0.0925327
DUF3435	starfish	IBT17660:HTR66	122746	Pdesertorum.IBT17660_JAPWDO010000007:828000-1122773	294773	122746	0.416409
DUF3435	starfish	IBT17660:HTR66	129728	Pdesertorum.IBT17660_JAPWDO010000007:828000-1122773	294773	129728	0.440095
DUF3435	starfish	IBT17660:HTR66	209460	Pdesertorum.IBT17660_JAPWDO010000007:828000-1122773	294773	85313	0.289419
DUF3435	starfish	IBT17660:HTR67	67697.5	Pdesertorum.IBT17660_JAPWDO010000008:34000-177000	143000	67697.5	0.473409
DUF3435	starfish	IBT17660:HTR67	71278	Pdesertorum.IBT17660_JAPWDO010000008:34000-177000	143000	71278	0.498448
DUF3435	starfish	IBT17660:HTR82	304567	Pdesertorum.IBT17660_JAPWDO010000010:0-404100	404100	99533	0.246308
DUF3435	starfish	IBT17660:HTR82	365752	Pdesertorum.IBT17660_JAPWDO010000010:0-404100	404100	38348	0.0948973
DUF3435	starfish	PN016:HTR48	158275	Pnalgiovense.PN016_contig3:3890000-4134000	244000	85725	0.351332
DUF3435	starfish	PN016:HTR67	95405.5	Pnalgiovense.PN016_contig6:1581000-1695000	114000	18594.5	0.16311
DUF3435	starfish	PN016:HTR70	98855	Pnalgiovense.PN016_contig7:534000-700000	166000	67145	0.404488
